state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
Bihar,Buxar,Arvind Kumar Pandey @ Chote Baba,MALE,33,GENERAL,IND,Helicopter,2348,3,2351,1829373
Bihar,Buxar,Jay Prakash Ram,MALE,26,SC,IND,Air Conditioner,2222,11,2233,1829373
Bihar,Buxar,Ranjit Singh @ Ranage,MALE,75,GENERAL,IND,Football,3901,4,3905,1829373
Bihar,Buxar,Rakesh Kumar Ray @ Guddu Ray,MALE,43,GENERAL,IND,CCTV Camera,6800,2,6802,1829373
Bihar,Buxar,Ramchandra Singh Yadav,MALE,42,GENERAL,IND,Almirah,10721,9,10730,1829373
Bihar,Buxar,Nota,NULL,NULL,NULL,NOTA,NULL,16379,68,16447,1829373
Bihar,Sasaram (sc),Chhedi Paswan,MALE,63,SC,BJP,Lotus,492364,2436,494800,1787878
Bihar,Sasaram (sc),Manoj Kumar,MALE,35,SC,BSP,Elephant,86187,219,86406,1787878
Bihar,Sasaram (sc),Meira Kumar,FEMALE,74,SC,INC,Hand,326373,2682,329055,1787878
Bihar,Sasaram (sc),Dharmraj Paswan,MALE,29,SC,LJVM,Cake,5974,4,5978,1787878
Bihar,Sasaram (sc),Nirmala Devi,FEMALE,36,SC,PSPL,Key,1691,11,1702,1787878
Bihar,Sasaram (sc),Vidya Jyoti,FEMALE,47,SC,BMUP,Cot,2732,14,2746,1787878
Bihar,Sasaram (sc),Satya Narayan Ram,MALE,65,SC,APoI,Coat,4770,0,4770,1787878
Bihar,Sasaram (sc),Ashok Kumar Paswan,MALE,27,SC,IND,Bread,2664,1,2665,1787878
Bihar,Sasaram (sc),Ashok Baitha,MALE,48,SC,IND,Cup & Saucer,9973,56,10029,1787878
Bihar,Sasaram (sc),Raghuni Ram Shastri,MALE,70,SC,IND,Saw,2416,5,2421,1787878
Bihar,Sasaram (sc),Rajanikant Choudhary,MALE,70,SC,IND,Tractor Chalata Kisan,3556,1,3557,1787878
Bihar,Sasaram (sc),Ramekbal Ram,MALE,55,SC,IND,Gas Cylinder,6408,2,6410,1787878
Bihar,Sasaram (sc),Satya Narayan Paswan,MALE,64,SC,IND,Scissors,5222,0,5222,1787878
Bihar,Sasaram (sc),Nota,NULL,NULL,NULL,NOTA,NULL,18914,74,18988,1787878
Bihar,Karakat,Upendra Kushwaha,MALE,56,GENERAL,BLSP,Ceiling Fan,312269,1597,313866,1771254
Bihar,Karakat,Mahabali Singh,MALE,64,GENERAL,JD(U),Arrow,396282,2126,398408,1771254
Bihar,Karakat,Raj Narayan Tiwari,MALE,45,GENERAL,BSP,Elephant,21587,128,21715,1771254
Bihar,Karakat,Arif Isain Husain,MALE,38,GENERAL,JDR,Dolli,2461,37,2498,1771254
Bihar,Karakat,Usha Sharan,FEMALE,59,GENERAL,SSD,Saw,2988,15,3003,1771254
Bihar,Karakat,Kamlesh Ram (prasad),MALE,42,SC,SBSP,Air Conditioner,1699,14,1713,1771254
Bihar,Karakat,Gorakh Ram,MALE,48,SC,VPI,Gas Cylinder,2076,3,2079,1771254
Bihar,Karakat,Ghanshyam Tiwari,MALE,39,GENERAL,SP,Bicycle,2853,28,2881,1771254
Bihar,Karakat,Jyoti Rashmi,FEMALE,35,GENERAL,RSWD,Winnower,8332,49,8381,1771254
Bihar,Karakat,Nand Kishor Yadav,MALE,50,GENERAL,SPL,Tractor Chalata Kisan,3402,17,3419,1771254
Bihar,Karakat,Prithvi Nath Prasad,MALE,51,GENERAL,ASDHP,Bottle,1691,4,1695,1771254
Bihar,Karakat,Prakash Chandra Goyal,MALE,36,GENERAL,PPID,Apple,2217,2,2219,1771254
Bihar,Karakat,Pradeep Chouhan,MALE,42,GENERAL,BLND,BOX,2844,0,2844,1771254
Bihar,Karakat,Manoj Singh Kushvaha,MALE,45,GENERAL,JPJD,Diesel Pump,3975,9,3984,1771254
Bihar,Karakat,Mamta Pandey,FEMALE,43,GENERAL,RSPSR,Truck,8821,30,8851,1771254
Bihar,Karakat,Mohammad Atahar Husain,MALE,48,GENERAL,ANC,Gramophone,12416,15,12431,1771254
Bihar,Karakat,Raja Ram Singh,MALE,63,GENERAL,CPI(ML)(L),Flag with Three Stars,24892,40,24932,1771254
Bihar,Karakat,Ramjee Singh Kanta,MALE,62,GENERAL,AHFBK,CHESS BOARD,6660,3,6663,1771254
Bihar,Karakat,Shashikant Singh,MALE,41,GENERAL,BMF,Glass Tumbler,1964,8,1972,1771254
Bihar,Karakat,Abhiram Priyadarshi,MALE,30,GENERAL,IND,Almirah,1069,5,1074,1771254
Bihar,Karakat,Kumar Saurabh,MALE,39,GENERAL,IND,Auto- Rickshaw,2431,19,2450,1771254
Bihar,Karakat,Dharmendra Singh,MALE,48,GENERAL,IND,Bead Necklace,1283,3,1286,1771254
Bihar,Karakat,Neelam Kumari,FEMALE,53,GENERAL,IND,Baby Walker,4599,6,4605,1771254
Bihar,Karakat,Punam Devi,FEMALE,39,GENERAL,IND,Balloon,1332,27,1359,1771254
Bihar,Karakat,Ram Ayodhya Singh,MALE,47,GENERAL,IND,Bangles,1471,1,1472,1771254
Bihar,Karakat,Rameshwar Singh,MALE,65,GENERAL,IND,Basket containing Fruits,4100,3,4103,1771254
Bihar,Karakat,Basudeo Hazarika,MALE,54,GENERAL,IND,Bat,6791,0,6791,1771254
Bihar,Karakat,Nota,NULL,NULL,NULL,NOTA,NULL,22002,102,22104,1771254
Bihar,Jahanabad,Chandeshwar Prasad,MALE,68,GENERAL,JD(U),Arrow,333191,2393,335584,1588454
Bihar,Jahanabad,Nitya Nand Singh,MALE,38,GENERAL,BSP,Elephant,19024,187,19211,1588454
Bihar,Jahanabad,Surendra Prasad Yadav,MALE,60,GENERAL,RJD,Hurricane Lamp,332116,1717,333833,1588454
Bihar,Jahanabad,Arbind Kumar,MALE,68,GENERAL,ravp,Scissors,9096,13,9109,1588454
Bihar,Jahanabad,Arun Kumar,MALE,60,GENERAL,RSPSR,Truck,34088,470,34558,1588454
Bihar,Jahanabad,Avinash Kumar,MALE,27,GENERAL,BBC,Bead Necklace,2544,54,2598,1588454
Bihar,Jahanabad,Uma Shankar Verma,MALE,40,GENERAL,SUCI(C),Battery torch,3300,23,3323,1588454
Bihar,Jahanabad,Kunti Devi,FEMALE,54,GENERAL,CPI(ML)(L),Flag with Three Stars,26285,40,26325,1588454
Bihar,Jahanabad,Meera Kumari Yadav,FEMALE,41,GENERAL,SSD,Saw,4316,21,4337,1588454
Bihar,Jahanabad,Rajendra Paswan,MALE,67,SC,LJVM,Cup & Saucer,3283,17,3300,1588454
Bihar,Jahanabad,Ramjee Kewat,MALE,56,GENERAL,RMGP,Boat with Man and Sail,4999,6,5005,1588454
Bihar,Jahanabad,Sunil Kumar,MALE,38,GENERAL,PPID,Table,9444,0,9444,1588454
Bihar,Jahanabad,Chandra Prakash,MALE,37,GENERAL,IND,Telephone,7714,41,7755,1588454
Bihar,Jahanabad,Nota,NULL,NULL,NULL,NOTA,NULL,27574,109,27683,1588454
Bihar,Aurangabad,Naresh Yadav,MALE,34,GENERAL,BSP,Elephant,33697,75,33772,1742883
Bihar,Aurangabad,Sushil Kumar Singh,MALE,53,GENERAL,BJP,Lotus,426116,1605,427721,1742883
Bihar,Aurangabad,Avinash Kumar,MALE,35,GENERAL,PPID,Table,13668,12,13680,1742883
Bihar,Aurangabad,Upendra Prasad,MALE,55,GENERAL,HAMS,Telephone,356846,323,357169,1742883
Bihar,Aurangabad,Dr Dharmendra Kumar,MALE,42,ST,AHFBK,CHESS BOARD,16584,5,16589,1742883
Bihar,Aurangabad,Som Prakash,MALE,46,GENERAL,SPL,Tractor Chalata Kisan,11709,4,11713,1742883
Bihar,Aurangabad,Dhirendra Kumar Singh,MALE,62,GENERAL,IND,Air Conditioner,24826,6,24832,1742883
Bihar,Aurangabad,Yogendra Ram,MALE,58,SC,IND,Balloon,11979,8,11987,1742883
Bihar,Aurangabad,Santosh Kumar Sinha,MALE,43,GENERAL,IND,Almirah,15010,4,15014,1742883
Bihar,Aurangabad,Nota,NULL,NULL,NULL,NOTA,NULL,22397,27,22424,1742883
Bihar,Gaya (sc),Din Dayal Bharti Alias Kapil Chaudhri,MALE,47,SC,NCP,Clock,8434,82,8516,1704596
Bihar,Gaya (sc),Dilip Kumar,MALE,48,SC,BSP,Elephant,12953,78,13031,1704596
Bihar,Gaya (sc),Vijay Kumar,MALE,55,SC,JD(U),Arrow,465748,1259,467007,1704596
Bihar,Gaya (sc),Umesh Rajak,MALE,49,SC,PPID,Table,10391,7,10398,1704596
Bihar,Gaya (sc),Giridhar Sapera,MALE,38,SC,BRM,BENCH,7917,27,7944,1704596
Bihar,Gaya (sc),Jitan Ram Manjhi,MALE,73,SC,HAMS,Telephone,313984,597,314581,1704596
Bihar,Gaya (sc),Dayanand Rajwanshi,MALE,27,SC,MOSP,Walking Stick,14552,1,14553,1704596
Bihar,Gaya (sc),Prakash Chandra,MALE,53,SC,PMP,Batsman,11161,4,11165,1704596
Bihar,Gaya (sc),Rakesh Chaudhari,MALE,46,SC,MADP,Auto- Rickshaw,14528,4,14532,1704596
Bihar,Gaya (sc),Rajesh Kumar Paswan,MALE,38,SC,AJPR,Camera,11653,18,11671,1704596
Bihar,Gaya (sc),Vijay Kumar Chaudhary,MALE,49,SC,JDR,Dolli,23448,14,23462,1704596
Bihar,Gaya (sc),Sheo Shankar,MALE,61,SC,APoI,Coat,20459,5,20464,1704596
Bihar,Gaya (sc),Sunil Paswan,MALE,52,SC,BBMP,Envelope,9886,8,9894,1704596
Bihar,Gaya (sc),Nota,NULL,NULL,NULL,NOTA,NULL,29988,42,30030,1704596
Bihar,Nawada,Chandan Singh,MALE,36,GENERAL,LJP,Bungalow,491956,3728,495684,1899747
Bihar,Nawada,Vibha Devi,FEMALE,53,GENERAL,RJD,Hurricane Lamp,344734,2878,347612,1899747
Bihar,Nawada,Vishnu Dev Yadav,MALE,67,GENERAL,BSP,Elephant,11296,107,11403,1899747
Bihar,Nawada,Aditya Pradhan,MALE,40,GENERAL,PPID,Table,4738,43,4781,1899747
Bihar,Nawada,Mokim Uddin,MALE,49,GENERAL,RUC,Mixee,3768,8,3776,1899747
Bihar,Nawada,Ranganatha Chary,MALE,50,GENERAL,SHS,Bead Necklace,3565,111,3676,1899747
Bihar,Nawada,Vijay Ram,MALE,52,SC,MOSP,HOCKEY & BALL,3384,43,3427,1899747
Bihar,Nawada,Tulsi Dayal,MALE,56,GENERAL,IND,Ganna Kisan,2211,19,2230,1899747
Bihar,Nawada,Naresh Prasad,MALE,46,GENERAL,IND,Chimney,2642,9,2651,1899747
Bihar,Nawada,Nivedita Singh,FEMALE,44,GENERAL,IND,DIAMOND,6773,14,6787,1899747
Bihar,Nawada,Prof. K.b. Prasad,MALE,69,GENERAL,IND,Battery Torch,4044,28,4072,1899747
Bihar,Nawada,Rakesh Raushan,MALE,43,GENERAL,IND,Cup & Saucer,6278,4,6282,1899747
Bihar,Nawada,Rajesh Kumar,MALE,33,GENERAL,IND,Helicopter,14922,12,14934,1899747
Bihar,Nawada,Nota,NULL,NULL,NULL,NOTA,NULL,35044,103,35147,1899747
Bihar,Jamui (sc),Upendra Ravidas,MALE,40,SC,BSP,Elephant,31504,107,31611,1718814
Bihar,Jamui (sc),Chirag Kumar Paswan,MALE,37,SC,LJP,Bungalow,527860,1274,529134,1718814
Bihar,Jamui (sc),Bhudeo Choudhary,MALE,56,SC,BLSP,Ceiling Fan,287805,280,288085,1718814
Bihar,Jamui (sc),Ajay Kumar,MALE,31,SC,BDlP,Shoe,8217,64,8281,1718814
Bihar,Jamui (sc),Pankaj Kumar Das,MALE,35,SC,SUCI(C),Battery Torch,3996,8,4004,1718814
Bihar,Jamui (sc),Valamiki Pasavan,MALE,60,SC,HND,Water Tank,6551,3,6554,1718814
Bihar,Jamui (sc),Vishnu Priya,FEMALE,32,SC,BMUP,Cot,10598,27,10625,1718814
Bihar,Jamui (sc),Virendra Kumar,MALE,60,SC,IND,Cup & Saucer,14611,17,14628,1718814
Bihar,Jamui (sc),Subhash Paswan,MALE,51,SC,IND,Bat,16714,5,16719,1718814
Bihar,Jamui (sc),Nota,NULL,NULL,NULL,NOTA,NULL,39450,46,39496,1718814
Goa,North Goa,Girish Raya Chodankar,MALE,52,GENERAL,INC,Hand,164407,190,164597,556761
Goa,North Goa,Shripad Yesso Naik,MALE,66,GENERAL,BJP,Lotus,244034,810,244844,556761
Goa,North Goa,Amit Atmaram Korgaonkar,MALE,40,GENERAL,RPI(KM),Camera,2804,5,2809,556761
Goa,North Goa,Dattatraya Padgaonkar,MALE,59,GENERAL,AAAP,Broom,4748,8,4756,556761
Goa,North Goa,Aishwarya Arjun Salgaonkar,FEMALE,40,GENERAL,IND,Football,2124,3,2127,556761
Goa,North Goa,Bhagawant Sadanand Kamat,MALE,57,GENERAL,IND,Ganna Kisan,2430,2,2432,556761
Goa,North Goa,Nota,NULL,NULL,NULL,NOTA,NULL,7047,16,7063,556761
Goa,South Goa,Cosme Francisco Caitano Sardinha,MALE,73,GENERAL,INC,Hand,201279,282,201561,579352
Goa,South Goa,Adv. Narendra Sawaikar,MALE,52,GENERAL,BJP,Lotus,191205,601,191806,579352
Goa,South Goa,Elvis Gomes,MALE,56,GENERAL,AAAP,Broom,20876,15,20891,579352
Goa,South Goa,Rakhi Amit Naik,FEMALE,34,GENERAL,SHS,Bow & Arrow,1761,2,1763,579352
Goa,South Goa,Dr. Kalidas Prakash Vaingankar,MALE,39,GENERAL,IND,SHIP,1412,1,1413,579352
Goa,South Goa,Mayur Khanconkar,MALE,28,GENERAL,IND,Football,1705,0,1705,579352
Goa,South Goa,Nota,NULL,NULL,NULL,NOTA,NULL,5419,17,5436,579352
Gujarat,Kachchh,Chavda Vinod Lakhamshi,MALE,40,SC,BJP,Lotus,631753,5281,637034,1744321
Gujarat,Kachchh,Naresh Naranbhai Maheshwari,MALE,52,SC,INC,Hand,329229,2292,331521,1744321
Gujarat,Kachchh,Lakhubhai Vaghela,MALE,51,SC,BSP,Elephant,7394,54,7448,1744321
Gujarat,Kachchh,Chavda Pravinbhai Chanabhai,MALE,50,SC,HND,Water Tank,2147,8,2155,1744321
Gujarat,Kachchh,Dhirubhai Babulal Shrimali,MALE,50,SC,aicp,Auto- Rickshaw,1590,6,1596,1744321
Gujarat,Kachchh,Maheshwari Devjibhai Vachhiyabhai,MALE,44,SC,BMUP,Cot,10004,94,10098,1744321
Gujarat,Kachchh,Sondarva Baluben Maheshbhai,FEMALE,47,SC,RPWP,Cup & Saucer,1682,17,1699,1744321
Gujarat,Kachchh,Babulal Amarshi Vaghela,MALE,55,SC,IND,Tractor Chalata Kisan,2133,8,2141,1744321
Gujarat,Kachchh,Maru Manisha Bharat,FEMALE,37,SC,IND,DIAMOND,4962,22,4984,1744321
Gujarat,Kachchh,Meghval Bhimjibhai Bhikhabhai,MALE,34,SC,IND,Air Conditioner,5750,11,5761,1744321
Gujarat,Kachchh,Nota,NULL,NULL,NULL,NOTA,NULL,18551,210,18761,1744321
Gujarat,Banaskantha,Tejabhai Nethibhai Rabari,MALE,49,GENERAL,BSP,Elephant,11034,54,11088,1697384
Gujarat,Banaskantha,Parthibhai Galbabhai Bhatol,MALE,75,GENERAL,INC,Hand,309446,1366,310812,1697384
Gujarat,Banaskantha,Parbatbhai Savabhai Patel,MALE,70,GENERAL,BJP,Lotus,675650,3458,679108,1697384
Gujarat,Banaskantha,Thakor Melaji Madarsinh,MALE,32,GENERAL,GAGUP,Sewing Machine,6799,10,6809,1697384
Gujarat,Banaskantha,Charamta Bharatkumar Khemabhai,MALE,36,GENERAL,IND,Harmonium,1818,6,1824,1697384
Gujarat,Banaskantha,Dr. Chandra Ben,FEMALE,56,GENERAL,IND,Well,2252,9,2261,1697384
Gujarat,Banaskantha,Jagdishji Parthiji Dharani,MALE,46,GENERAL,IND,Pot,1491,1,1492,1697384
Gujarat,Banaskantha,Thakor Swarupji Sardarji,MALE,39,GENERAL,IND,Gas Cylinder,48516,118,48634,1697384
Gujarat,Banaskantha,Desai Ishvarbhai Mahadevbhai,MALE,58,GENERAL,IND,Truck,1704,5,1709,1697384
Gujarat,Banaskantha,Padhiyar Bharatkumar Ishvarlal,MALE,42,GENERAL,IND,Tractor Chalata Kisan,1504,3,1507,1697384
Gujarat,Banaskantha,Parmar Chhaganchandraraj Dhanabhai,MALE,52,SC,IND,Telephone,2512,4,2516,1697384
Gujarat,Banaskantha,Parsani Ibrahimbhai Pirabhai,MALE,38,GENERAL,IND,Auto- Rickshaw,3678,1,3679,1697384
Gujarat,Banaskantha,Purohit Shyamaben Naranbhai,FEMALE,33,GENERAL,IND,DIAMOND,11064,5,11069,1697384
Gujarat,Banaskantha,Madhu Nirupaben,FEMALE,40,GENERAL,IND,Pressure Cooker,6844,1,6845,1697384
Gujarat,Banaskantha,Nota,NULL,NULL,NULL,NOTA,NULL,12658,70,12728,1697384
Gujarat,Patan,Chaudhari Kirtibhai Jeshangbhai,MALE,38,GENERAL,NCP,Clock,9184,31,9215,1807043
Gujarat,Patan,Jagdish Thakor,MALE,62,GENERAL,INC,Hand,437358,2131,439489,1807043
Gujarat,Patan,Dabhi Bharatsinhji Shankarji,MALE,64,GENERAL,BJP,Lotus,629813,3555,633368,1807043
Gujarat,Patan,Surajkumar Mahendrabhai Parmar,MALE,34,SC,BSP,Elephant,6588,63,6651,1807043
Gujarat,Patan,Prajapati Jayantibhai Devabhai,MALE,50,GENERAL,HND,Water Tank,2771,17,2788,1807043
Gujarat,Patan,Umedbhai Haribhai Nai,MALE,49,GENERAL,IND,BUCKET,1036,5,1041,1807043
Gujarat,Patan,Chaudhari Shaileshkumar Kanjibhai,MALE,36,GENERAL,IND,Camera,1217,5,1222,1807043
Gujarat,Patan,Pravinkumar Tulsidas Pandya,MALE,42,GENERAL,IND,Bead Necklace,1372,4,1376,1807043
Gujarat,Patan,Bhoraniya Shoyabbhai Hasambhai,MALE,52,GENERAL,IND,Sewing Machine,1783,1,1784,1807043
Gujarat,Patan,Makwana Vaghabhai Maganbhai,MALE,47,SC,IND,Bottle,2039,5,2044,1807043
Gujarat,Patan,Molapiya Abdulkudus Abdulmajid,MALE,44,GENERAL,IND,Gas Cylinder,5645,2,5647,1807043
Gujarat,Patan,Rathod Govindbhai Bhikhabhai,MALE,35,SC,IND,Helicopter,7299,5,7304,1807043
Gujarat,Patan,Nota,NULL,NULL,NULL,NOTA,NULL,14268,59,14327,1807043
Gujarat,Mahesana,Chauhan Prahladbhai Natthubhai,MALE,65,SC,BSP,Elephant,9449,63,9512,1648869
Gujarat,Mahesana,A. J. Patel,MALE,73,GENERAL,INC,Hand,376193,1813,378006,1648869
Gujarat,Mahesana,Shardaben Anilbhai Patel,FEMALE,71,GENERAL,BJP,Lotus,656686,2839,659525,1648869
Gujarat,Mahesana,Chaudhari Sendhabhai Abherajbhai,MALE,44,GENERAL,BMUP,Cot,4556,29,4585,1648869
Gujarat,Mahesana,Prajapati Kanubhai Amatharam,MALE,53,GENERAL,BRP,Triangle,987,5,992,1648869
Gujarat,Mahesana,Barot Kuldipkumar Bharatkumar,MALE,30,GENERAL,YJJP,Pendulum,913,6,919,1648869
Gujarat,Mahesana,Thakor Jayantiji Chunthaji,MALE,36,GENERAL,IND,Auto- Rickshaw,1467,16,1483,1648869
Gujarat,Mahesana,Thakor Bipinkumar Shankarji,MALE,32,GENERAL,IND,Telephone,2101,10,2111,1648869
Gujarat,Mahesana,Thakor Mayurkumar Rupsingji,MALE,28,GENERAL,IND,Air Conditioner,1392,5,1397,1648869
Gujarat,Mahesana,Patel Anitaben Ramabhai,FEMALE,33,GENERAL,IND,Cup & Saucer,2114,5,2119,1648869
Gujarat,Mahesana,Patel Ambalal Talashibhai,MALE,71,GENERAL,IND,Tractor Chalata Kisan,3999,2,4001,1648869
Gujarat,Mahesana,Rathod Gulabsinh Dursinh,MALE,28,GENERAL,IND,Gas Cylinder,5211,10,5221,1648869
Gujarat,Mahesana,Nota,NULL,NULL,NULL,NOTA,NULL,11979,88,12067,1648869
Gujarat,Sabarkantha,Thakor Rajendrasinh Shivsinh,MALE,46,GENERAL,INC,Hand,428836,4161,432997,1801717
Gujarat,Sabarkantha,Rathod Dipsinh Shankarsinh,MALE,67,GENERAL,BJP,Lotus,696497,5486,701983,1801717
Gujarat,Sabarkantha,Vinodbhai Jethabhai Mesariya,MALE,62,SC,BSP,Elephant,7798,114,7912,1801717
Gujarat,Sabarkantha,Kharadi Dharmendrasingh Samsubhai,MALE,34,ST,BTP,Auto- Rickshaw,2687,146,2833,1801717
Gujarat,Sabarkantha,Jadeja Indravijaysinh Kalyansinh,MALE,35,GENERAL,YJJP,Bat,1897,23,1920,1801717
Gujarat,Sabarkantha,Nareshkumar Rameshbhai Patel,MALE,29,GENERAL,BNJD,COCONUT FARM,1437,10,1447,1801717
Gujarat,Sabarkantha,Patel Jayantibhai Shamjibhai,MALE,57,GENERAL,HND,Water Tank,2231,16,2247,1801717
Gujarat,Sabarkantha,Mayursinh Vanrajsinh Zala,MALE,27,GENERAL,RVZP,CHESS BOARD,1268,22,1290,1801717
Gujarat,Sabarkantha,Laxmishankar Madhusudan Joshi,MALE,65,GENERAL,JANSAPP,COMPUTER,1320,15,1335,1801717
Gujarat,Sabarkantha,Vikrambhai Bahecharbhai Makwana,MALE,38,GENERAL,GAGUP,Kettle,2170,19,2189,1801717
Gujarat,Sabarkantha,Kalabhai Bababhai Parmar,MALE,49,GENERAL,IND,Table,1500,10,1510,1801717
Gujarat,Sabarkantha,Zala Dalpatsinh Motisinh,MALE,55,GENERAL,IND,Air Conditioner,1877,7,1884,1801717
Gujarat,Sabarkantha,Patel Kiritkumar Babarbhai,MALE,41,GENERAL,IND,Road Roller,2722,5,2727,1801717
Gujarat,Sabarkantha,Patel Keshavlal Gangarambhai,MALE,64,GENERAL,IND,Gas Stove,4924,5,4929,1801717
Gujarat,Sabarkantha,Pathan Aaiyubkhan Ajabkhan,MALE,54,GENERAL,IND,Batsman,9174,3,9177,1801717
Gujarat,Sabarkantha,Raval Rajubhai Punjabhai,MALE,38,GENERAL,IND,Gas Cylinder,17154,21,17175,1801717
Gujarat,Sabarkantha,Lata Babubhai Nathaji,MALE,57,ST,IND,Battery Torch,7747,30,7777,1801717
Gujarat,Sabarkantha,Luhar Hafijhusen Hajinurmahmad,MALE,58,GENERAL,IND,Key,5829,6,5835,1801717
Gujarat,Sabarkantha,Sanghani Mustakbhai Jamalbhai,MALE,52,GENERAL,IND,Camera,2659,2,2661,1801717
Gujarat,Sabarkantha,Solanki Maganbhai Lakhabhai,MALE,43,SC,IND,Tractor Chalata Kisan,2410,12,2422,1801717
Gujarat,Sabarkantha,Nota,NULL,NULL,NULL,NOTA,NULL,6031,72,6103,1801717
Gujarat,Gandhinagar,Amit Shah,MALE,54,GENERAL,BJP,Lotus,889925,4699,894624,1945772
Gujarat,Gandhinagar,Dr. C. J. Chavda,MALE,61,GENERAL,INC,Hand,334082,3528,337610,1945772
Gujarat,Gandhinagar,Jayendra Karshanbhai Rathod,MALE,35,SC,BSP,Elephant,6335,65,6400,1945772
Gujarat,Gandhinagar,Chandrapal Hasmukh Bavjibhai,MALE,54,SC,PPID,Black Board,1434,4,1438,1945772
Gujarat,Gandhinagar,Narendrabhai Revashankar Trivedi,MALE,65,GENERAL,JANSAPP,Violin,880,8,888,1945772
Gujarat,Gandhinagar,Patel Amarish Jasvantlal (c. A.),MALE,65,GENERAL,HND,Water Tank,1718,23,1741,1945772
Gujarat,Gandhinagar,Bhogilal J. Rathod (advocate),MALE,47,SC,BMUP,Cot,1470,20,1490,1945772
Gujarat,Gandhinagar,Makvana Prakashbhai Bahecharji (hitubha),MALE,26,GENERAL,GAGUP,Tractor Chalata Kisan,1454,17,1471,1945772
Gujarat,Gandhinagar,Rahul Chimanbhai Mehta,MALE,50,GENERAL,RTORP,Auto- Rickshaw,1089,8,1097,1945772
Gujarat,Gandhinagar,Dr. N. T. Sengal,MALE,67,SC,BSDL,Stethoscope,734,9,743,1945772
Gujarat,Gandhinagar,Khodabhai Lalajibhai Desai,MALE,51,GENERAL,IND,Bottle,687,8,695,1945772
Gujarat,Gandhinagar,Pathan Firozkhan Saeedkhan,MALE,45,GENERAL,IND,Ganna Kisan,860,2,862,1945772
Gujarat,Gandhinagar,Makwana Anilkumar Somabhai,MALE,52,SC,IND,Kettle,1686,5,1691,1945772
Gujarat,Gandhinagar,Mahendrabhai Somabhai Patni,MALE,32,GENERAL,IND,Tooth Brush,1557,2,1559,1945772
Gujarat,Gandhinagar,Rathod Valjibhai Becharbhai,MALE,44,SC,IND,Helicopter,2661,3,2664,1945772
Gujarat,Gandhinagar,Vora Alimahmad Rajabhai,MALE,67,GENERAL,IND,DIAMOND,9006,2,9008,1945772
Gujarat,Gandhinagar,Shekh Shahinbanu Molana Mustak,FEMALE,35,GENERAL,IND,Pen Nib with Seven Rays,5891,4,5895,1945772
Gujarat,Gandhinagar,Nota,NULL,NULL,NULL,NOTA,NULL,13984,230,14214,1945772
Gujarat,Ahmedabad East,Gitaben Patel,FEMALE,38,GENERAL,INC,Hand,312883,2621,315504,1811851
Gujarat,Ahmedabad East,Patel Hasmukhbhai Somabhai,MALE,58,GENERAL,BJP,Lotus,745810,4024,749834,1811851
Gujarat,Ahmedabad East,Vaghela Ganeshbhai Narsinhbhai,MALE,59,SC,BSP,Elephant,8970,151,9121,1811851
Gujarat,Ahmedabad East,Kadri Mohammad Sabir,MALE,33,GENERAL,ANC,Gramophone,625,3,628,1811851
Gujarat,Ahmedabad East,Chauhan Narendrasinh Makhatulsinh,MALE,51,GENERAL,YJJP,Pendulum,576,13,589,1811851
Gujarat,Ahmedabad East,Thakur Jitendrasinh Surendrasinh,MALE,33,GENERAL,LoRP,Tractor Chalata Kisan,699,6,705,1811851
Gujarat,Ahmedabad East,Bhatt Sunilkumar Narendrabhai,MALE,38,GENERAL,RTORP,Auto- Rickshaw,701,3,704,1811851
Gujarat,Ahmedabad East,Manoj Premchand Gupta,MALE,35,GENERAL,SABHP,Camera,602,2,604,1811851
Gujarat,Ahmedabad East,Mishra Arjun Ramshankar,MALE,27,GENERAL,JSVP,Key,818,3,821,1811851
Gujarat,Ahmedabad East,Mundra Anilkumar,MALE,40,GENERAL,LOGAP,Matchbox,625,10,635,1811851
Gujarat,Ahmedabad East,Rajesh Maurya,MALE,44,GENERAL,PAP,DIAMOND,1332,14,1346,1811851
Gujarat,Ahmedabad East,Virat Pradip Shah,MALE,45,GENERAL,JANSAPP,Violin,898,1,899,1811851
Gujarat,Ahmedabad East,Vekariya Rushi Bharatbhai (patel),MALE,25,GENERAL,HND,Water Tank,1644,5,1649,1811851
Gujarat,Ahmedabad East,Samirbhai Rajeshkumar Upadhyay,MALE,37,GENERAL,MaNPa,Tooth Brush,1271,1,1272,1811851
Gujarat,Ahmedabad East,Dr. Hitesh Mahendrabhai,MALE,38,GENERAL,NIRBHP,Pencil Box,2442,7,2449,1811851
Gujarat,Ahmedabad East,Atulbhai Nanubhai Kathiriya,MALE,34,GENERAL,IND,Hand Cart,6081,1,6082,1811851
Gujarat,Ahmedabad East,Chauhan Kiritbhai,MALE,45,SC,IND,BUCKET,3547,1,3548,1811851
Gujarat,Ahmedabad East,Jayswal Nareshkumar Babulal (raju Mataji),THIRD,28,GENERAL,IND,Bangles,2509,8,2517,1811851
Gujarat,Ahmedabad East,Devda Dasharath Misarilal,MALE,55,GENERAL,IND,Pen Nib with Seven Rays,1392,3,1395,1811851
Gujarat,Ahmedabad East,Pareshkumar Nanubhai Mulani,MALE,47,GENERAL,IND,Television,457,1,458,1811851
